retro_native_rank	supplier_id	consumer_id	supplier_name	consumer_name	supplier_family	consumer_family	score	supplier_is_retro50	consumer_is_retro50	legacy_policy_eligible	new_same_parent_family_expansion	candidate_origin	r386_disposition	r386_raw_native_rank	current_adjudication_state	completed_product_id	needs_fresh_adjudication	interface_matches	addressed_weaknesses	shared_domains
636	PARENT:IM359_IM014_AICC	PARENT:R042_PREDICTIVE_STATE_PSCT	IM359_IM014_AICC	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
637	PARENT:IM359_IM014_AICC	PARENT:R047_MORTGAGE_COMPETING_MCRIS	IM359_IM014_AICC	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
638	PARENT:IM374_IM272_DSDA	PARENT:R014_S781_S792_ACSA	IM374_IM272_DSDA	R014_S781_S792_ACSA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,transfer
639	PARENT:IM374_IM272_DSDA	PARENT:R044_DECISION_LOSS_DLEW	IM374_IM272_DSDA	R044_DECISION_LOSS_DLEW	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,transfer
640	PARENT:IM406_IM037_ACRA	PARENT:R033_M420_OASRD	IM406_IM037_ACRA	R033_M420_OASRD	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
641	PARENT:IM406_IM037_ACRA	PARENT:R039_DECISION_BELIEF_DSBC	IM406_IM037_ACRA	R039_DECISION_BELIEF_DSBC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
642	PARENT:IM406_IM037_ACRA	PARENT:R042_PREDICTIVE_STATE_PSCT	IM406_IM037_ACRA	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
643	PARENT:IM406_IM037_ACRA	PARENT:R047_MORTGAGE_COMPETING_MCRIS	IM406_IM037_ACRA	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
644	PARENT:IM455_IM094_DTTC	PARENT:R014_S781_S792_ACSA	IM455_IM094_DTTC	R014_S781_S792_ACSA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,transfer
645	PARENT:IM455_IM094_DTTC	PARENT:R044_DECISION_LOSS_DLEW	IM455_IM094_DTTC	R044_DECISION_LOSS_DLEW	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,transfer
646	PARENT:R001_C313_BPISD	FOUNDRY:P029	R001_C313_BPISD	P029 RATR	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
647	PARENT:R001_C313_BPISD	LCB-K011	R001_C313_BPISD	MemoryKernelClosureV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
648	PARENT:R001_C313_BPISD	LCB-K024	R001_C313_BPISD	PipelineRiskStateV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
649	PARENT:R001_C313_BPISD	LCB-K037	R001_C313_BPISD	LiquidityStateEngineV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
650	PARENT:R001_C313_BPISD	LCB-K039	R001_C313_BPISD	CutQueryCompressorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
651	PARENT:R001_C313_BPISD	LCB-K041	R001_C313_BPISD	ActiveThresholdSensingV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	confounding,decision,measurement
652	PARENT:R001_C313_BPISD	LCB-K058	R001_C313_BPISD	SafeProblemReducerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
653	PARENT:R001_C313_BPISD	LCB-K059	R001_C313_BPISD	ArrivalFrontierEngineV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
654	PARENT:R001_C313_BPISD	LCB-K066	R001_C313_BPISD	EffectiveComplexityMeterV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
655	PARENT:R001_C313_BPISD	LCB-K087	R001_C313_BPISD	DecisionSufficientCompressorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision,reduction,resilience
656	PARENT:R001_C313_BPISD	LCB-R50-149	R001_C313_BPISD	overlap-aware marginal allocation	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation	decision	decision,reduction,resilience
657	PARENT:R018_M866_M880_MCSC	FOUNDRY:P057	R018_M866_M880_MCSC	P057 FIAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		allocation,calibration,control,support,uncertainty
658	PARENT:R018_M866_M880_MCSC	FOUNDRY:P067	R018_M866_M880_MCSC	P067 DARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		allocation,calibration,selection,support,uncertainty
659	PARENT:R018_M866_M880_MCSC	FOUNDRY:P099	R018_M866_M880_MCSC	P099 CAPA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		allocation,calibration,selection,support,uncertainty
660	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P035	R020_P848_P851_SCCRT	P035 SVCO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	allocation,calibration,decision,reduction,resilience,support,uncertainty
661	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P048	R020_P848_P851_SCCRT	P048 SARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	calibration,decision,reduction,resilience
662	PARENT:R020_P848_P851_SCCRT	FOUNDRY:P091	R020_P848_P851_SCCRT	P091 DCBT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	allocation,calibration,decision,reduction,resilience,support,uncertainty
663	PARENT:R020_P848_P851_SCCRT	LCB-K012	R020_P848_P851_SCCRT	PolicyAwareTimingSensorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	allocation,calibration,decision,support,uncertainty
664	PARENT:R020_P848_P851_SCCRT	LCB-K073	R020_P848_P851_SCCRT	ConsumableSafeguardStateV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	calibration,decision,reduction,resilience
665	PARENT:R020_P848_P851_SCCRT	LCB-K080	R020_P848_P851_SCCRT	CompressionTopologyGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	calibration,decision,reduction,resilience
666	PARENT:R023_M421_M428_CORMA	FOUNDRY:P057	R023_M421_M428_CORMA	P057 FIAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,control,decision
667	PARENT:R023_M421_M428_CORMA	LCB-K003	R023_M421_M428_CORMA	SharedCapacityAllocatorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
668	PARENT:R023_M421_M428_CORMA	LCB-K015	R023_M421_M428_CORMA	VarianceAwareCapacityPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
669	PARENT:R023_M421_M428_CORMA	LCB-K035	R023_M421_M428_CORMA	ConsequenceCoverageAllocatorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
670	PARENT:R023_M421_M428_CORMA	LCB-K049	R023_M421_M428_CORMA	BarrierAwareTransitionPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
671	PARENT:R023_M421_M428_CORMA	LCB-K055	R023_M421_M428_CORMA	InterfaceWidthOptimizerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
672	PARENT:R023_M421_M428_CORMA	LCB-K068	R023_M421_M428_CORMA	AdmissibleShiftRobustOptimizerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
673	PARENT:R023_M421_M428_CORMA	LCB-K090	R023_M421_M428_CORMA	ObservabilityCoveragePlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
674	PARENT:R023_M421_M428_CORMA	LCB-K091	R023_M421_M428_CORMA	ReachAvoidViabilityPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate,representation		calibration,decision
675	PARENT:R023_M421_M428_CORMA	PARENT:IM340_IM280_CWC	R023_M421_M428_CORMA	IM340_IM280_CWC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	gate,representation		calibration,control
676	PARENT:R023_M421_M428_CORMA	PARENT:IM406_IM037_ACRA	R023_M421_M428_CORMA	IM406_IM037_ACRA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	gate,representation		calibration,decision
677	PARENT:R023_M421_M428_CORMA	PARENT:R008_E612_E613_LGID	R023_M421_M428_CORMA	R008_E612_E613_LGID	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	gate,representation		calibration,control
678	PARENT:R027_S426_S427_MIFF	FOUNDRY:P140	R027_S426_S427_MIFF	P140 BOSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision
679	PARENT:R027_S426_S427_MIFF	FOUNDRY:P141	R027_S426_S427_MIFF	P141 PCFT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision
680	PARENT:R027_S426_S427_MIFF	FOUNDRY:P142	R027_S426_S427_MIFF	P142 BMSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	decision
681	PARENT:R027_S426_S427_MIFF	LCB-K012	R027_S426_S427_MIFF	PolicyAwareTimingSensorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	confounding,decision,measurement
682	PARENT:R027_S426_S427_MIFF	LCB-K065	R027_S426_S427_MIFF	InformationProductionEquilibriumGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	confounding,decision,measurement
683	PARENT:R027_S426_S427_MIFF	LCB-K074	R027_S426_S427_MIFF	InformationSearchTippingGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence	decision	confounding,decision,measurement
684	PARENT:R027_S426_S427_MIFF	PARENT:IM139_IM250_CCVC	R027_S426_S427_MIFF	IM139_IM250_CCVC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
685	PARENT:R027_S426_S427_MIFF	PARENT:IM178_IM326_TWMR	R027_S426_S427_MIFF	IM178_IM326_TWMR	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
686	PARENT:R027_S426_S427_MIFF	PARENT:R020_P848_P851_SCCRT	R027_S426_S427_MIFF	R020_P848_P851_SCCRT	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
687	PARENT:R027_S426_S427_MIFF	PARENT:R023_M421_M428_CORMA	R027_S426_S427_MIFF	R023_M421_M428_CORMA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
688	PARENT:R027_S426_S427_MIFF	PARENT:R033_M420_OASRD	R027_S426_S427_MIFF	R033_M420_OASRD	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
689	PARENT:R027_S426_S427_MIFF	PARENT:R039_DECISION_BELIEF_DSBC	R027_S426_S427_MIFF	R039_DECISION_BELIEF_DSBC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
690	PARENT:R027_S426_S427_MIFF	PARENT:R040_M147_SALC	R027_S426_S427_MIFF	R040_M147_SALC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
691	PARENT:R027_S426_S427_MIFF	PARENT:R042_PREDICTIVE_STATE_PSCT	R027_S426_S427_MIFF	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
692	PARENT:R027_S426_S427_MIFF	PARENT:R047_MORTGAGE_COMPETING_MCRIS	R027_S426_S427_MIFF	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence	decision	decision
693	PARENT:R028_S418_S439_TDSX	FOUNDRY:P137	R028_S418_S439_TDSX	P137 MPHA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,transfer
694	PARENT:R028_S418_S439_TDSX	LCB-K003	R028_S418_S439_TDSX	SharedCapacityAllocatorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
695	PARENT:R028_S418_S439_TDSX	LCB-K010	R028_S418_S439_TDSX	CoverageFeedbackControllerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
696	PARENT:R028_S418_S439_TDSX	LCB-K015	R028_S418_S439_TDSX	VarianceAwareCapacityPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
697	PARENT:R028_S418_S439_TDSX	LCB-K035	R028_S418_S439_TDSX	ConsequenceCoverageAllocatorV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
698	PARENT:R028_S418_S439_TDSX	LCB-K048	R028_S418_S439_TDSX	MultiFidelityBudgetControllerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
699	PARENT:R028_S418_S439_TDSX	LCB-K049	R028_S418_S439_TDSX	BarrierAwareTransitionPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
700	PARENT:R028_S418_S439_TDSX	LCB-K055	R028_S418_S439_TDSX	InterfaceWidthOptimizerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
701	PARENT:R028_S418_S439_TDSX	LCB-K056	R028_S418_S439_TDSX	BurdenReliefControllerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
702	PARENT:R028_S418_S439_TDSX	LCB-K068	R028_S418_S439_TDSX	AdmissibleShiftRobustOptimizerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
703	PARENT:R028_S418_S439_TDSX	LCB-K086	R028_S418_S439_TDSX	TestingWealthControllerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
704	PARENT:R028_S418_S439_TDSX	LCB-K090	R028_S418_S439_TDSX	ObservabilityCoveragePlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
705	PARENT:R028_S418_S439_TDSX	LCB-K091	R028_S418_S439_TDSX	ReachAvoidViabilityPlannerV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate		calibration,decision
706	PARENT:R028_S418_S439_TDSX	LCB-R50-149	R028_S418_S439_TDSX	overlap-aware marginal allocation	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	boundary,gate	decision	boundary,calibration,decision,transfer
707	PARENT:R028_S418_S439_TDSX	PARENT:R014_S781_S792_ACSA	R028_S418_S439_TDSX	R014_S781_S792_ACSA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,transfer
708	PARENT:R028_S418_S439_TDSX	PARENT:R041_CONSTRAINED_POLICY_CAPL	R028_S418_S439_TDSX	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate		calibration,decision
709	PARENT:R033_M420_OASRD	FOUNDRY:P035	R033_M420_OASRD	P035 SVCO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
710	PARENT:R033_M420_OASRD	FOUNDRY:P048	R033_M420_OASRD	P048 SARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
711	PARENT:R033_M420_OASRD	FOUNDRY:P091	R033_M420_OASRD	P091 DCBT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
712	PARENT:R033_M420_OASRD	FOUNDRY:P138	R033_M420_OASRD	P138 SPIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision
713	PARENT:R033_M420_OASRD	LCB-K073	R033_M420_OASRD	ConsumableSafeguardStateV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
714	PARENT:R033_M420_OASRD	LCB-K080	R033_M420_OASRD	CompressionTopologyGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
715	PARENT:R033_M420_OASRD	PARENT:IM334_IM094_DRE	R033_M420_OASRD	IM334_IM094_DRE	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
716	PARENT:R033_M420_OASRD	PARENT:IM359_IM014_AICC	R033_M420_OASRD	IM359_IM014_AICC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
717	PARENT:R033_M420_OASRD	PARENT:IM406_IM037_ACRA	R033_M420_OASRD	IM406_IM037_ACRA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
718	PARENT:R038_DECISION_HEDGE_DHCC	FOUNDRY:P067	R038_DECISION_HEDGE_DHCC	P067 DARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate	uncertainty	calibration,uncertainty
719	PARENT:R038_DECISION_HEDGE_DHCC	FOUNDRY:P078	R038_DECISION_HEDGE_DHCC	P078 IARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate	uncertainty	audit,calibration,transfer,uncertainty
720	PARENT:R038_DECISION_HEDGE_DHCC	FOUNDRY:P099	R038_DECISION_HEDGE_DHCC	P099 CAPA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate	uncertainty	calibration,uncertainty
721	PARENT:R038_DECISION_HEDGE_DHCC	LCB-K081	R038_DECISION_HEDGE_DHCC	ObservationPolicyConfoundingGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate	uncertainty	audit,calibration,transfer,uncertainty
722	PARENT:R039_DECISION_BELIEF_DSBC	FOUNDRY:P035	R039_DECISION_BELIEF_DSBC	P035 SVCO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
723	PARENT:R039_DECISION_BELIEF_DSBC	FOUNDRY:P048	R039_DECISION_BELIEF_DSBC	P048 SARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
724	PARENT:R039_DECISION_BELIEF_DSBC	FOUNDRY:P091	R039_DECISION_BELIEF_DSBC	P091 DCBT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
725	PARENT:R039_DECISION_BELIEF_DSBC	FOUNDRY:P138	R039_DECISION_BELIEF_DSBC	P138 SPIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision
726	PARENT:R039_DECISION_BELIEF_DSBC	LCB-K073	R039_DECISION_BELIEF_DSBC	ConsumableSafeguardStateV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
727	PARENT:R039_DECISION_BELIEF_DSBC	LCB-K080	R039_DECISION_BELIEF_DSBC	CompressionTopologyGuardV0	FOUNDRY_PARENT	LCB_KERNEL	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	decision	decision,reduction,resilience
728	PARENT:R039_DECISION_BELIEF_DSBC	PARENT:IM334_IM094_DRE	R039_DECISION_BELIEF_DSBC	IM334_IM094_DRE	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
729	PARENT:R039_DECISION_BELIEF_DSBC	PARENT:IM359_IM014_AICC	R039_DECISION_BELIEF_DSBC	IM359_IM014_AICC	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
730	PARENT:R039_DECISION_BELIEF_DSBC	PARENT:IM406_IM037_ACRA	R039_DECISION_BELIEF_DSBC	IM406_IM037_ACRA	FOUNDRY_PARENT	FOUNDRY_PARENT	24.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation	decision	decision
731	PARENT:R040_M147_SALC	FOUNDRY:P035	R040_M147_SALC	P035 SVCO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	uncertainty	decision,reduction,resilience,uncertainty
732	PARENT:R040_M147_SALC	FOUNDRY:P057	R040_M147_SALC	P057 FIAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	uncertainty	decision,uncertainty
733	PARENT:R040_M147_SALC	FOUNDRY:P091	R040_M147_SALC	P091 DCBT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	24.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	uncertainty	decision,reduction,resilience,uncertainty
