product_id	short_name	title	origin	parents_raw	promotion_state	has_explicit_strength	has_explicit_weakness	executable_source_present	test_source_present	strength_raw	weakness_raw
P115	PAAC	Product result — P115_PAAC v0.1	CURRENT_DELTA	PRIU + AICC		True	True	False	False	Derives the first funded-asset value on a declared grid that permits protected financing, then values appraisal channels only by their ability to resolve that financing boundary.	The threshold is grid-relative and uses the declared single-scenario appraisal adapter; measurement costs must be expressed in the same utility scale.
P116	FCAC	Product result — P116_FCAC v0.1	CURRENT_DELTA	FCMS + AICC		True	True	False	False	Converts the FCMS laminate depth into a minimum specimen-thickness requirement and opens metrology only when thickness uncertainty can change fabricability.	The measurement target is specimen thickness only; material defects and other manufacturing tolerances are outside this adapter.
P117	MFAC	Product result — P117_MFAC v0.1	CURRENT_DELTA	MCPR + AICC		True	True	False	False	Finds the first declared demand level that produces shortage under market clearing, then buys a demand measurement only when forecast uncertainty can cross that scarcity boundary.	The shortage threshold is grid-relative and conditional on fixed offer quantities/prices and the declared scarcity-price convention.
P118	MRAC	Product result — P118_MRAC v0.1	CURRENT_DELTA	MCRIS + AICC		True	True	False	False	Finds the default-rate level at which a declared mortgage intervention becomes net-positive and values additional default-rate measurement near that intervention boundary.	The default-rate belief is a one-dimensional adapter with other transition rates and intervention terms held fixed.
P119	RAPT	Product result — P119_RAPT v0.1	CURRENT_DELTA	CBAC + TDSX		True	True	False	False	Stress-tests rerandomization strictness until the accepted randomization pool falls below a declared diversity floor.	The pool-size floor is a design requirement, not a universal causal-validity threshold; the tipping value is relative to the declared randomization-draw count.
P120	PCAR	Product result — P120_PCAR v0.1	CURRENT_DELTA	CWC + DTPR		True	True	False	False	Runs calibration-width control internally, counts coverage misses with sensitivity one, and releases only a private HOLD/WIDEN action rather than raw calibration data.	Differential privacy applies to the released miss-count action under the declared neighboring-dataset definition; internal CWC state remains trusted computation.
P121	MSGD	Product result — P121_MSGD v0.1	CURRENT_DELTA	MCPR + CSID		True	True	False	False	Re-clears the market under each offer outage, prices the resulting unserved demand as consequence, and spends safeguard budget on the most consequential supply block.	Offer-outage probabilities and shortage unit cost are declared scenario inputs; this does not infer physical outage rates.
P122	CAGD	Product result — P122_CAGD v0.1	CURRENT_DELTA	CCVC + CSID		True	True	False	False	Measures each actuator failure by the loss of conservation-constrained inward viability margin and allocates safeguard budget to the actuator whose loss can make the boundary nonviable.	The consequence scaling from negative viability margin is declared and local to the audited boundary state.
P123	SCGD	Product result — P123_SCGD v0.1	CURRENT_DELTA	SACPS + CSID		True	True	False	False	Deletes each declared covariance-support edge, re-solves the minimum-variance portfolio, measures protected holdout-risk damage, and safeguards the most consequential support relation.	The holdout covariance is treated as protected evaluation evidence; support-edge failure probabilities remain declared inputs.
P124	HCGD	Product result — P124_HCGD v0.1	CURRENT_DELTA	DHCC + CSID		True	True	False	False	Removes each hedge instrument, recalibrates the hedge, and converts the resulting validation decision-loss increase into safeguard consequence.	Instrument unavailability is a declared counterfactual; liquidity/default mechanisms are not inferred by DHCC.
P125	MIGD	Product result — P125_MIGD v0.1	CURRENT_DELTA	MCRIS + CSID		True	True	False	False	Turns failure of individual intervention levers into lost mortgage-intervention net value and directs safeguard budget to the most economically consequential lever.	Lever-failure probabilities and guard effectiveness are declared; the benchmark does not estimate implementation-failure rates.
P126	TRGD	Product result — P126_TRGD v0.1	CURRENT_DELTA	DTRM + CSID		True	True	False	False	Finite-horizon action-flip exposure from each uncertainty channel is converted into safeguard consequence.	DTRM indices are local to the declared linear shell, horizon, uncertainty radius, and decision gap; safeguard failure probabilities are declared inputs.
P127	HPSG	Product result — P127_HPSG v0.1	CURRENT_DELTA	MLHPE + CSID		True	True	False	False	Counterfactual reporting degradation for each capture source is propagated through the full hidden-population estimator before safeguard selection.	Source degradation is a declared stress scenario, not an inferred real-world list failure probability.
P128	PPGD	Product result — P128_PPGD v0.1	CURRENT_DELTA	PCBE + CSID		True	True	False	False	Cell failures are scored by lost effective conductance plus loss of breakthrough status before guard-budget optimization.	Cell replacement is a declared physical stress, not a causal failure-rate estimate.
P129	LIGD	Product result — P129_LIGD v0.1	CURRENT_DELTA	SLERM + CSID		True	True	False	False	Mitigation-layer failures are valued by dangerous lock-in duration times transferred-energy severity.	Counterfactual signal traces are declared failure scenarios; the product does not infer mitigation reliability from monitoring data.
P130	CRGD	Product result — P130_CRGD v0.1	CURRENT_DELTA	SCCRT + CSID		True	True	False	False	Regeneration-block outages are propagated through the state-bearing catalyst cycle and guarded according to product/state consequence.	Feed-block outages and failure probabilities are declared scenarios; no universal catalyst reliability claim is made.
P131	OCMA	Product result — P131_OCMA v0.1	CURRENT_DELTA	OWNM + ACRA		True	True	False	False	Ownership-stake measurement resolution is allocated by the controlled-asset consequence of a threshold-crossing stake error.	The perturbation size is a declared audit tolerance; economic ownership and voting control remain separate.
P132	CARA	Product result — P132_CARA v0.1	CURRENT_DELTA	CWC + ACRA		True	True	False	False	Scarce measurement resolution is routed to streams with the largest calibrated coverage-deficit consequence.	Calibration consequence uses the declared target, window, and interval-score scaling; it is not a universal loss function.
P133	TRRA	Product result — P133_TRRA v0.1	CURRENT_DELTA	DTRM + ACRA		True	True	False	False	Fine sensing resolution is assigned to state directions with the largest finite-horizon action-flip exposure.	Direction scores depend on the declared linearized dynamics, uncertainty radius, horizon, and decision gap.
P134	REIG	P134 REIG v0.1 — PRODUCT RESULT	CURRENT_DELTA	REL → EBC	WORKING_COMPOSITION	True	True	True	True	"EBC already downweights historical estimates that conflict with the current estimate, but it has no notion of cross-source relational integrity. REIG first uses REL to detect and localize declared consistency violations among historical sources, then gates source-specific EBC borrowing power before EBC performs its own compatibility weighting.

The integrity gate activates only when at least one declared relation is violated. When no violation is observed, original historical borrowing powers pass through unchanged."	"REL marginal suspect mass is **not** an unconditional probability of fraud, falsification, or bad data. It is conditional on REL's declared one-or-more-culprit hypothesis space and consistency model. REIG uses it only through an explicit borrowing-power policy:

`gated_power = declared_power × (1 - conditional_suspect_mass)^integrity_exponent`

No declared relational violation → no integrity penalty."
