supplier	consumer	shared_tags	supplier_strength	consumer_gap
P041	P080	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P042	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P042	P018	decision	downstream decision alignment	declared loss may omit real consequences
P042	P022	audit	downstream decision alignment	holdout may not represent deployment
P042	P024	decision	downstream decision alignment	declared loss may omit real consequences
P042	P025	decision	downstream decision alignment	declared loss may omit real consequences
P042	P027	audit	downstream decision alignment	certificate failure is not universal impossibility
P042	P040	audit	downstream decision alignment	requires a representative protected shell
P042	P043	decision	downstream decision alignment	declared loss may omit real consequences
P042	P046	decision	downstream decision alignment	declared loss may omit real consequences
P042	P047	audit	downstream decision alignment	current exposure does not cover every future path
P042	P048	audit	downstream decision alignment	requires a representative protected shell
P042	P051	audit	downstream decision alignment	holdout may not represent deployment
P042	P053	audit,decision	downstream decision alignment	declared loss may omit real consequences
P042	P055	audit	downstream decision alignment	holdout may not represent deployment
P042	P062	decision	downstream decision alignment	declared loss may omit real consequences
P042	P064	audit	downstream decision alignment	protected shell choice
P042	P066	decision	downstream decision alignment	declared loss may omit real consequences
P042	P069	audit	downstream decision alignment	holdout may not represent deployment
P042	P071	decision	downstream decision alignment	declared loss may omit real consequences
P042	P072	audit	downstream decision alignment	holdout may not represent deployment
P042	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P042	P075	decision	downstream decision alignment	declared loss may omit real consequences
P042	P078	audit	downstream decision alignment	protected shell choice
P042	P081	audit	downstream decision alignment	requires a representative protected shell
P042	P086	audit	downstream decision alignment	protected shell choice
P042	P090	decision	downstream decision alignment	declared loss may omit real consequences
P042	P091	decision	downstream decision alignment	declared loss may omit real consequences
P042	P092	decision	downstream decision alignment	declared loss may omit real consequences
P042	P093	decision	downstream decision alignment	declared loss may omit real consequences
P042	P094	audit	downstream decision alignment	protected shell choice
P042	P095	audit	downstream decision alignment	requires a representative protected shell
P042	P097	audit	downstream decision alignment	protected shell choice
P042	P098	audit	downstream decision alignment	protected shell choice
P042	P106	audit	downstream decision alignment	holdout may not represent deployment
P042	P107	audit,decision	downstream decision alignment	declared loss may omit real consequences
P042	P113	audit,decision	downstream decision alignment	declared loss may omit real consequences
P042	P122	audit	downstream decision alignment	protected shell choice
P042	P123	audit	downstream decision alignment	protected shell choice
P042	P125	audit	downstream decision alignment	protected shell choice
P042	P126	audit	downstream decision alignment	protected shell choice
P042	P131	audit	downstream decision alignment	protected shell choice
P042	P137	audit	downstream decision alignment	holdout may not represent deployment
P042	P140	audit	downstream decision alignment	requires a representative protected shell
P042	P142	audit	downstream decision alignment	requires a representative protected shell
P042	P145	audit	downstream decision alignment	holdout may not represent deployment
P043	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P043	P018	decision	downstream decision alignment	declared loss may omit real consequences
P043	P024	decision	downstream decision alignment	declared loss may omit real consequences
P043	P025	decision	downstream decision alignment	declared loss may omit real consequences
P043	P042	decision	downstream decision alignment	declared loss may omit real consequences
P043	P046	decision	downstream decision alignment	declared loss may omit real consequences
P043	P053	decision	downstream decision alignment	declared loss may omit real consequences
P043	P062	decision	downstream decision alignment	declared loss may omit real consequences
P043	P066	decision	downstream decision alignment	declared loss may omit real consequences
P043	P071	decision	downstream decision alignment	declared loss may omit real consequences
P043	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P043	P075	decision	downstream decision alignment	declared loss may omit real consequences
P043	P090	decision	downstream decision alignment	declared loss may omit real consequences
P043	P091	decision	downstream decision alignment	declared loss may omit real consequences
P043	P092	decision	downstream decision alignment	declared loss may omit real consequences
P043	P093	decision	downstream decision alignment	declared loss may omit real consequences
P043	P107	decision	downstream decision alignment	declared loss may omit real consequences
P043	P113	decision	downstream decision alignment	declared loss may omit real consequences
P044	P020	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P023	tipping	fabrication feasibility separation	does not establish unmeasured causal assumptions
P044	P026	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P030	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P037	tipping	fabrication feasibility separation	certificate must not transfer outside its shell
P044	P045	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P050	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P052	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P056	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P059	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P060	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P062	tipping	fabrication feasibility separation	declared loss may omit real consequences
P044	P063	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P065	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P071	tipping	fabrication feasibility separation	declared loss may omit real consequences
P044	P076	tipping	fabrication feasibility separation	declared grid
P044	P082	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P084	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P085	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P087	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P088	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P089	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P091	tipping	fabrication feasibility separation	declared loss may omit real consequences
P044	P092	tipping	fabrication feasibility separation	declared loss may omit real consequences
P044	P093	tipping	fabrication feasibility separation	declared loss may omit real consequences
P044	P108	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P110	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P112	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P044	P114	tipping	fabrication feasibility separation	declared grid
P044	P115	tipping	fabrication feasibility separation	declared grid
P044	P117	tipping	fabrication feasibility separation	declared grid
P044	P119	tipping	fabrication feasibility separation	declared grid
P044	P141	tipping	fabrication feasibility separation	grid and calibration remain operator-declared
P045	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P045	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P045	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P045	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P045	P076	tipping	nearest boundary localization	declared grid
P045	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P045	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P045	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P045	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P045	P114	tipping	nearest boundary localization	declared grid
P045	P115	tipping	nearest boundary localization	declared grid
P045	P117	tipping	nearest boundary localization	declared grid
P045	P119	tipping	nearest boundary localization	declared grid
P045	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P046	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P046	P018	decision	downstream decision alignment	declared loss may omit real consequences
P046	P024	decision	downstream decision alignment	declared loss may omit real consequences
P046	P025	decision	downstream decision alignment	declared loss may omit real consequences
P046	P042	decision	downstream decision alignment	declared loss may omit real consequences
P046	P043	decision	downstream decision alignment	declared loss may omit real consequences
P046	P053	decision	downstream decision alignment	declared loss may omit real consequences
P046	P062	decision	downstream decision alignment	declared loss may omit real consequences
P046	P066	decision	downstream decision alignment	declared loss may omit real consequences
P046	P071	decision	downstream decision alignment	declared loss may omit real consequences
P046	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P046	P075	decision	downstream decision alignment	declared loss may omit real consequences
P046	P090	decision	downstream decision alignment	declared loss may omit real consequences
P046	P091	decision	downstream decision alignment	declared loss may omit real consequences
P046	P092	decision	downstream decision alignment	declared loss may omit real consequences
P046	P093	decision	downstream decision alignment	declared loss may omit real consequences
P046	P107	decision	downstream decision alignment	declared loss may omit real consequences
P046	P113	decision	downstream decision alignment	declared loss may omit real consequences
P047	P022	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P027	audit	hidden-mode consequence awareness	certificate failure is not universal impossibility
P047	P029	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P047	P040	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P041	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P047	P042	audit	hidden-mode consequence awareness	declared loss may omit real consequences
P047	P048	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P049	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P047	P051	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P053	audit	hidden-mode consequence awareness	declared loss may omit real consequences
P047	P055	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P064	audit	hidden-mode consequence awareness	protected shell choice
P047	P069	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P072	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P078	audit	hidden-mode consequence awareness	protected shell choice
P047	P080	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P047	P081	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P086	audit	hidden-mode consequence awareness	protected shell choice
P047	P094	audit	hidden-mode consequence awareness	protected shell choice
P047	P095	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P097	audit	hidden-mode consequence awareness	protected shell choice
P047	P098	audit	hidden-mode consequence awareness	protected shell choice
P047	P106	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P107	audit	hidden-mode consequence awareness	declared loss may omit real consequences
P047	P113	audit	hidden-mode consequence awareness	declared loss may omit real consequences
P047	P122	audit	hidden-mode consequence awareness	protected shell choice
P047	P123	audit	hidden-mode consequence awareness	protected shell choice
P047	P125	audit	hidden-mode consequence awareness	protected shell choice
P047	P126	audit	hidden-mode consequence awareness	protected shell choice
P047	P131	audit	hidden-mode consequence awareness	protected shell choice
P047	P137	audit	hidden-mode consequence awareness	holdout may not represent deployment
P047	P140	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P142	audit	hidden-mode consequence awareness	requires a representative protected shell
P047	P145	audit	hidden-mode consequence awareness	holdout may not represent deployment
P048	P022	audit	protected-selection comparison	holdout may not represent deployment
P048	P027	audit	protected-selection comparison	certificate failure is not universal impossibility
P048	P040	audit	protected-selection comparison	requires a representative protected shell
P048	P042	audit	protected-selection comparison	declared loss may omit real consequences
P048	P047	audit	protected-selection comparison	current exposure does not cover every future path
P048	P051	audit	protected-selection comparison	holdout may not represent deployment
P048	P053	audit	protected-selection comparison	declared loss may omit real consequences
P048	P055	audit	protected-selection comparison	holdout may not represent deployment
P048	P064	audit	protected-selection comparison	protected shell choice
P048	P069	audit	protected-selection comparison	holdout may not represent deployment
P048	P072	audit	protected-selection comparison	holdout may not represent deployment
P048	P078	audit	protected-selection comparison	protected shell choice
P048	P081	audit	protected-selection comparison	requires a representative protected shell
P048	P086	audit	protected-selection comparison	protected shell choice
P048	P094	audit	protected-selection comparison	protected shell choice
P048	P095	audit	protected-selection comparison	requires a representative protected shell
P048	P097	audit	protected-selection comparison	protected shell choice
P048	P098	audit	protected-selection comparison	protected shell choice
P048	P106	audit	protected-selection comparison	holdout may not represent deployment
P048	P107	audit	protected-selection comparison	declared loss may omit real consequences
P048	P113	audit	protected-selection comparison	declared loss may omit real consequences
P048	P122	audit	protected-selection comparison	protected shell choice
P048	P123	audit	protected-selection comparison	protected shell choice
P048	P125	audit	protected-selection comparison	protected shell choice
P048	P126	audit	protected-selection comparison	protected shell choice
P048	P131	audit	protected-selection comparison	protected shell choice
P048	P137	audit	protected-selection comparison	holdout may not represent deployment
P048	P140	audit	protected-selection comparison	requires a representative protected shell
P048	P142	audit	protected-selection comparison	requires a representative protected shell
P048	P145	audit	protected-selection comparison	holdout may not represent deployment
P049	P029	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P049	P041	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P049	P047	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P049	P080	resilience	hidden-mode consequence awareness	current exposure does not cover every future path
P050	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P050	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P050	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P050	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P050	P076	tipping	nearest boundary localization	declared grid
P050	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P050	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P050	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P050	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P109	conservation	nearest boundary localization	channel model may be misspecified
P050	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P050	P114	tipping	nearest boundary localization	declared grid
P050	P115	tipping	nearest boundary localization	declared grid
P050	P117	tipping	nearest boundary localization	declared grid
P050	P119	tipping	nearest boundary localization	declared grid
P050	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P057	P009	acquisition	cost-aware measurement choice	channel model may be misspecified
P057	P021	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P054	acquisition	cost-aware measurement choice	certificate must not transfer outside its shell
P057	P070	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P074	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P079	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P083	acquisition	cost-aware measurement choice	channel model may be misspecified
P057	P096	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P109	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P111	acquisition	cost-aware measurement choice	channel model may be misspecified
P057	P136	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P138	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P057	P144	acquisition	cost-aware measurement choice	channel model may be misspecified
P058	P031	liquidity	capacity-constrained funding logic	financial/legal eligibility remains external
P058	P111	liquidity	capacity-constrained funding logic	channel model may be misspecified
P058	P143	liquidity	capacity-constrained funding logic	certificate failure is not universal impossibility
P059	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P059	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P059	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P059	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P059	P076	tipping	nearest boundary localization	declared grid
P059	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P059	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P059	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P059	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P059	P114	tipping	nearest boundary localization	declared grid
P059	P115	tipping	nearest boundary localization	declared grid
P059	P117	tipping	nearest boundary localization	declared grid
P059	P119	tipping	nearest boundary localization	declared grid
P059	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P060	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P060	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P060	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P060	P076	tipping	nearest boundary localization	declared grid
P060	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P060	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P060	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P060	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P060	P114	tipping	nearest boundary localization	declared grid
P060	P115	tipping	nearest boundary localization	declared grid
P060	P117	tipping	nearest boundary localization	declared grid
P060	P119	tipping	nearest boundary localization	declared grid
P060	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P061	P001	selection	feasibility-gated selection	declared score
P061	P002	selection	feasibility-gated selection	declared score
P061	P003	selection	feasibility-gated selection	declared score
P061	P004	selection	feasibility-gated selection	declared score
P061	P005	selection	feasibility-gated selection	declared score
P061	P006	selection	feasibility-gated selection	declared score
P061	P007	selection	feasibility-gated selection	declared score
P061	P008	selection	feasibility-gated selection	declared score
P061	P012	selection	feasibility-gated selection	declared score
P061	P013	selection	feasibility-gated selection	declared score
P061	P014	selection	feasibility-gated selection	declared score
P061	P015	selection	feasibility-gated selection	declared score
P061	P016	selection	feasibility-gated selection	declared score
P061	P017	selection	feasibility-gated selection	declared score
P061	P019	selection	feasibility-gated selection	declared score
P061	P028	selection	feasibility-gated selection	declared score
P061	P034	selection	feasibility-gated selection	declared score
P061	P035	selection	feasibility-gated selection	declared score
P061	P038	selection	feasibility-gated selection	declared score
P061	P039	selection	feasibility-gated selection	declared score
P061	P067	selection	feasibility-gated selection	declared score
P061	P068	selection	feasibility-gated selection	declared score
P061	P077	selection	feasibility-gated selection	declared score
P061	P100	selection	feasibility-gated selection	declared score
P061	P101	selection	feasibility-gated selection	declared score
P061	P102	selection	feasibility-gated selection	declared score
P061	P103	selection	feasibility-gated selection	declared score
P061	P104	selection	feasibility-gated selection	declared score
P061	P105	selection	feasibility-gated selection	declared score
P061	P116	selection	feasibility-gated selection	declared score
P061	P118	selection	feasibility-gated selection	declared score
P061	P120	selection	feasibility-gated selection	declared score
P061	P121	selection	feasibility-gated selection	declared score
P061	P124	selection	feasibility-gated selection	declared score
P061	P127	selection	feasibility-gated selection	declared score
P061	P128	selection	feasibility-gated selection	declared score
P061	P129	selection	feasibility-gated selection	declared score
P061	P130	selection	feasibility-gated selection	declared score
P061	P132	selection	feasibility-gated selection	declared score
P061	P133	selection	feasibility-gated selection	declared score
P061	P134	selection	feasibility-gated selection	declared score
P061	P139	selection	feasibility-gated selection	declared score
P062	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P062	P018	decision	downstream decision alignment	declared loss may omit real consequences
P062	P020	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P023	tipping	downstream decision alignment	does not establish unmeasured causal assumptions
P062	P024	decision	downstream decision alignment	declared loss may omit real consequences
P062	P025	decision	downstream decision alignment	declared loss may omit real consequences
P062	P026	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P030	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P037	tipping	downstream decision alignment	certificate must not transfer outside its shell
P062	P042	decision	downstream decision alignment	declared loss may omit real consequences
P062	P043	decision	downstream decision alignment	declared loss may omit real consequences
P062	P044	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P045	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P046	decision	downstream decision alignment	declared loss may omit real consequences
P062	P050	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P052	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P053	decision	downstream decision alignment	declared loss may omit real consequences
P062	P056	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P059	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P060	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P063	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P065	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P066	decision	downstream decision alignment	declared loss may omit real consequences
P062	P071	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P062	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P062	P075	decision	downstream decision alignment	declared loss may omit real consequences
P062	P076	tipping	downstream decision alignment	declared grid
P062	P082	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P084	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P085	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P087	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P088	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P089	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P090	decision	downstream decision alignment	declared loss may omit real consequences
P062	P091	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P062	P092	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P062	P093	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P062	P107	decision	downstream decision alignment	declared loss may omit real consequences
P062	P108	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P110	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P112	tipping	downstream decision alignment	grid and calibration remain operator-declared
P062	P113	decision	downstream decision alignment	declared loss may omit real consequences
P062	P114	tipping	downstream decision alignment	declared grid
P062	P115	tipping	downstream decision alignment	declared grid
P062	P117	tipping	downstream decision alignment	declared grid
P062	P119	tipping	downstream decision alignment	declared grid
P062	P141	tipping	downstream decision alignment	grid and calibration remain operator-declared
P063	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P063	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P063	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P063	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P063	P076	tipping	nearest boundary localization	declared grid
P063	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P063	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P063	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P063	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P063	P114	tipping	nearest boundary localization	declared grid
P063	P115	tipping	nearest boundary localization	declared grid
P063	P117	tipping	nearest boundary localization	declared grid
P063	P119	tipping	nearest boundary localization	declared grid
P063	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P064	P022	audit	protected comparison	holdout may not represent deployment
P064	P027	audit	protected comparison	certificate failure is not universal impossibility
P064	P040	audit	protected comparison	requires a representative protected shell
P064	P042	audit	protected comparison	declared loss may omit real consequences
P064	P047	audit	protected comparison	current exposure does not cover every future path
P064	P048	audit	protected comparison	requires a representative protected shell
P064	P051	audit	protected comparison	holdout may not represent deployment
