product_id	short_name	salvage_status	parents	promotion_state_claim	source_files	test_files	result_present	benchmark_files	strength_salvaged	weakness_salvaged	artifact_paths	reconstruction_rule
P062	WDTG	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P062_WDTG	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P063	RBTE	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P063_RBTE	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P064	DSGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P064_DSGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P065	SWTE	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P065_SWTE	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P066	PDRE	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P066_PDRE	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P067	DARA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P067_DARA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P068	RECT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	no	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P068_RECT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P069		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P070		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P071		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P072		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P073		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P074		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P075	DLAG	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P075_DLAG	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P076	MCFS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P076_MCFS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P077	DGMC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P077_DGMC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P078	IARA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P078_IARA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P079	CBIA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P079_CBIA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P080	RAMR	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P080_RAMR	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P081	AHSA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	PROMOTED v0.1			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P081_AHSA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P082	CDTS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CDA + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P082_CDTS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P083	HEAG	RESULT_ONLY_RECONSTRUCTION_REQUIRED	EBC + AICC	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P083_HEAG	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P084	CAVT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CCVC + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P084_CAVT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P085	HPCT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MLHPE + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P085_HPCT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P086	FPSD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MFPA + CSID	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P086_FPSD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P087	EVTS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	DRE + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P087_EVTS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P088	LFTS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SALC + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P088_LFTS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P089	OCTS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	OWNM + TDSX	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P089_OCTS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P090	SWDL	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P090_SWDL	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P091	DCBT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P091_DCBT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P092	PDAT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P092_PDAT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P093	BMDT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P093_BMDT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P094	OCGS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P094_OCGS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P095	GSSA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P095_GSSA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P096	TRIA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P096_TRIA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P097	BDSD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	UNEXTRACTED	UNEXTRACTED			yes		no	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P097_BDSD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P098	SAHA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SCE + ACSA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P098_SAHA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P099	CAPA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CAPL + ACSA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P099_CAPA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P100	WICA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	OWS + BICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P100_WICA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P101	PRSW	RESULT_ONLY_RECONSTRUCTION_REQUIRED	PRIU + OWS				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P101_PRSW	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P102	LLFD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SLERM + TFLD				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P102_LLFD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P103	CFAI	RESULT_ONLY_RECONSTRUCTION_REQUIRED	HFAD + BICC + ACRA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P103_CFAI	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P104	SGPR	RESULT_ONLY_RECONSTRUCTION_REQUIRED	OWS + DTPR				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P104_SGPR	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P105	PRAS	RESULT_ONLY_RECONSTRUCTION_REQUIRED	ACSA + DTPR				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P105_PRAS	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P106		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P107		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P108		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P109		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P110		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P111		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P112		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P113		HISTORICAL_GAP_NO_MATERIALIZED_ARTIFACT					no		no	no		recover parent mapping from another archive/chat before implementation; do not invent historical identity
P114	HPAC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MLHPE + AICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P114_HPAC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P115	PAAC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	PRIU + AICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P115_PAAC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P116	FCAC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	FCMS + AICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P116_FCAC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P117	MFAC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MCPR + AICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P117_MFAC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P118	MRAC	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MCRIS + AICC				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P118_MRAC	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P119	RAPT	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CBAC + TDSX				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P119_RAPT	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P120	PCAR	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CWC + DTPR				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P120_PCAR	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P121	MSGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MCPR + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P121_MSGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P122	CAGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CCVC + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P122_CAGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P123	SCGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SACPS + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P123_SCGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P124	HCGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	DHCC + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P124_HCGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P125	MIGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MCRIS + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P125_MIGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P126	TRGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	DTRM + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P126_TRGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P127	HPSG	RESULT_ONLY_RECONSTRUCTION_REQUIRED	MLHPE + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P127_HPSG	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P128	PPGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	PCBE + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P128_PPGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P129	LIGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SLERM + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P129_LIGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P130	CRGD	RESULT_ONLY_RECONSTRUCTION_REQUIRED	SCCRT + CSID				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P130_CRGD	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P131	OCMA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	OWNM + ACRA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P131_OCMA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P132	CARA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	CWC + ACRA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P132_CARA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
P133	TRRA	RESULT_ONLY_RECONSTRUCTION_REQUIRED	DTRM + ACRA				yes		yes	yes	INPUT_PRODUCT_FOUNDRY_P134_2026-08-25/HANDOFF_LABALLCOMPASS_PRODUCT_FOUNDRY_P134_2026-08-25/CURRENT_DELTA/03_OUTPUT/PRODUCTS/P133_TRRA	rebuild from parent contracts, result evidence, strengths, weaknesses, and benchmarks; new code is a reconstruction, not byte-identical recovery
